year,week,country,brand,channel,quantity,ppu,ppu_l,quantity_l
2019,47,Kenya,1,shop,488,14.2,2.653241964607215,6.1903154058531475
2019,27,Guatamala,1,wholesale,470,15.15,2.7180005319553784,6.152732694704104
2019,1,Ethiopia,4,wholesale,685,12.5,2.5257286443082556,6.529418838262226
2019,19,Panama,3,retail,268,14.2,2.653241964607215,5.5909869805108565
2019,45,Papua New Guinea,1,wholesale,840,12.94,2.5603232890727545,6.733401891837359
2019,42,Papua New Guinea,1,wholesale,762,15.1,2.714694743820879,6.635946555686647
2019,43,Kenya,1,shop,570,13.02,2.5664866367804233,6.345636360828596
2019,48,Guatamala,3,shop,509,12.45,2.5217206229107165,6.2324480165505225
2019,43,Kenya,3,shop,596,12.5,2.5257286443082556,6.39024066706535
2019,16,Kenya,2,shop,580,12.55,2.529720665577793,6.363028103540465
2019,51,Kenya,2,retail,590,12.5,2.5257286443082556,6.380122536899765
2019,7,Kenya,3,wholesale,570,13.02,2.5664866367804233,6.345636360828596
2019,40,Papua New Guinea,1,wholesale,800,15.15,2.7180005319553784,6.684611727667927
2019,32,Kenya,4,wholesale,560,14.2,2.653241964607215,6.327936783729195
2019,48,Panama,2,shop,260,15.15,2.7180005319553784,5.560681631015528
2019,9,Papua New Guinea,1,retail,880,12.5,2.5257286443082556,6.779921907472252
2019,16,Panama,1,wholesale,268,14.2,2.653241964607215,5.5909869805108565
2019,16,Panama,3,retail,292,12.5,2.5257286443082556,5.676753802268282
2019,40,Kenya,4,wholesale,552,14.2,2.653241964607215,6.313548046277095
2019,47,Panama,1,shop,268,14.2,2.653241964607215,5.5909869805108565
2019,34,Kenya,1,retail,550,15.11,2.715356776284648,6.309918278226516
2019,40,Kenya,1,shop,580,12.55,2.529720665577793,6.363028103540465
2019,3,Ethiopia,1,retail,640,14.2,2.653241964607215,6.461468176353717
2019,16,Guatamala,1,wholesale,476,14.2,2.653241964607215,6.16541785423142
2019,25,Ethiopia,3,shop,625,15.15,2.7180005319553784,6.437751649736401
2019,1,Kenya,3,wholesale,572,13.02,2.5664866367804233,6.349138991379798
2019,36,Kenya,2,retail,580,12.55,2.529720665577793,6.363028103540465
2019,45,Guatamala,3,wholesale,476,14.2,2.653241964607215,6.16541785423142
2019,4,Papua New Guinea,1,shop,840,13.02,2.5664866367804233,6.733401891837359
2019,46,Panama,1,shop,260,15.15,2.7180005319553784,5.560681631015528
2019,12,Panama,2,retail,260,15.15,2.7180005319553784,5.560681631015528
2019,49,Ethiopia,5,wholesale,685,12.5,2.5257286443082556,6.529418838262226
2019,50,Panama,3,wholesale,277,12.5,2.5257286443082556,5.6240175061873385
2019,10,Ethiopia,5,wholesale,640,14.18,2.6518325211039815,6.461468176353717
2019,24,Papua New Guinea,1,shop,820,14.2,2.653241964607215,6.709304340258298
2019,25,Panama,1,wholesale,276,13.02,2.5664866367804233,5.62040086571715
2019,31,Ethiopia,1,retail,687,12.9,2.5572273113676265,6.532334292222349
2019,39,Ethiopia,2,retail,625,15.15,2.7180005319553784,6.437751649736401
2019,22,Guatamala,4,shop,470,15.15,2.7180005319553784,6.152732694704104
2019,10,Papua New Guinea,1,retail,880,12.5,2.5257286443082556,6.779921907472252
2019,32,Papua New Guinea,1,wholesale,800,15.15,2.7180005319553784,6.684611727667927
2019,49,Kenya,1,retail,580,12.55,2.529720665577793,6.363028103540465
2019,31,Ethiopia,5,retail,655,13.02,2.5664866367804233,6.484635235635252
2019,10,Guatamala,2,retail,506,12.5,2.5257286443082556,6.226536669287466
2019,28,Panama,3,retail,298,14.2,2.653241964607215,5.697093486505405
2019,26,Panama,3,retail,292,12.55,2.529720665577793,5.676753802268282
2019,13,Ethiopia,4,wholesale,655,13.03,2.567254391136754,6.484635235635252
2019,14,Ethiopia,1,retail,640,14.2,2.653241964607215,6.461468176353717
2019,37,Panama,3,wholesale,277,12.55,2.529720665577793,5.6240175061873385
2019,13,Kenya,4,shop,580,12.55,2.529720665577793,6.363028103540465
2019,27,Ethiopia,4,retail,702,12.46,2.522523513359307,6.553933404025811
2019,22,Papua New Guinea,1,shop,860,12.53,2.528125768907977,6.756932389247553
2019,23,Panama,1,shop,293,15.15,2.7180005319553784,5.680172609017068
2019,47,Kenya,3,wholesale,574,13.07,2.570319527636131,6.352629396319567
2019,8,Panama,2,retail,268,14.18,2.6518325211039815,5.5909869805108565
2019,44,Panama,1,shop,260,15.15,2.7180005319553784,5.560681631015528
2019,20,Ethiopia,3,wholesale,581,12.55,2.529720665577793,6.364750756851911
2019,11,Papua New Guinea,1,retail,800,15.15,2.7180005319553784,6.684611727667927
2019,51,Papua New Guinea,1,shop,820,14.2,2.653241964607215,6.709304340258298
2019,9,Panama,2,shop,276,12.85,2.553343811341229,5.62040086571715
2019,43,Guatamala,1,retail,470,15.15,2.7180005319553784,6.152732694704104
2019,8,Panama,2,wholesale,266,12.5,2.5257286443082556,5.583496308781699
2019,37,Panama,3,shop,276,13.02,2.5664866367804233,5.62040086571715
2019,37,Panama,1,retail,276,13.02,2.5664866367804233,5.62040086571715
2019,39,Kenya,2,shop,599,12.5,2.5257286443082556,6.395261598115449
2019,14,Guatamala,2,wholesale,464,14.2,2.653241964607215,6.139884552226255
2019,43,Panama,1,retail,268,14.2,2.653241964607215,5.5909869805108565
2019,33,Papua New Guinea,1,retail,840,13.02,2.5664866367804233,6.733401891837359
2019,20,Papua New Guinea,1,retail,860,12.55,2.529720665577793,6.756932389247553
2019,26,Papua New Guinea,1,wholesale,840,13.02,2.5664866367804233,6.733401891837359
2019,22,Papua New Guinea,1,wholesale,844,15.15,2.7180005319553784,6.738152494595957
2019,24,Kenya,3,retail,590,12.5,2.5257286443082556,6.380122536899765
2019,25,Kenya,2,wholesale,590,12.5,2.5257286443082556,6.380122536899765
2019,38,Guatamala,4,shop,494,12.5,2.5257286443082556,6.202535517187923
2019,51,Guatamala,4,retail,482,13.02,2.5664866367804233,6.1779441140506
2019,28,Papua New Guinea,1,shop,860,12.55,2.529720665577793,6.756932389247553
2019,10,Guatamala,1,retail,476,14.2,2.653241964607215,6.16541785423142
2019,12,Papua New Guinea,1,wholesale,834,12.55,2.529720665577793,6.726233402358747
2019,10,Ethiopia,2,wholesale,625,15.15,2.7180005319553784,6.437751649736401
2019,7,Kenya,4,retail,560,14.2,2.653241964607215,6.327936783729195
2019,21,Panama,1,wholesale,292,12.5,2.5257286443082556,5.676753802268282
2019,20,Kenya,4,shop,550,15.18,2.719978771967484,6.309918278226516
2019,43,Kenya,3,retail,550,15.15,2.7180005319553784,6.309918278226516
2019,50,Kenya,3,wholesale,659,12.5,2.5257286443082556,6.490723534502507
2019,24,Papua New Guinea,1,retail,800,15.15,2.7180005319553784,6.684611727667927
2019,31,Guatamala,2,shop,476,14.2,2.653241964607215,6.16541785423142
2019,36,Papua New Guinea,1,wholesale,860,12.58,2.5321082512722946,6.756932389247553
2019,5,Guatamala,2,wholesale,482,13.02,2.5664866367804233,6.1779441140506
2019,32,Kenya,4,wholesale,550,15.15,2.7180005319553784,6.309918278226516
2019,39,Guatamala,3,retail,494,12.5,2.5257286443082556,6.202535517187923
2019,43,Guatamala,3,shop,470,15.15,2.7180005319553784,6.152732694704104
2019,14,Ethiopia,2,wholesale,685,12.5,2.5257286443082556,6.529418838262226
2019,43,Kenya,3,wholesale,530,15.15,2.7180005319553784,6.272877006546167
2019,37,Panama,2,retail,292,12.5,2.5257286443082556,5.676753802268282
2019,21,Guatamala,3,wholesale,494,12.5,2.5257286443082556,6.202535517187923
2019,37,Ethiopia,2,shop,685,12.5,2.5257286443082556,6.529418838262226
2019,4,Panama,3,shop,284,12.55,2.529720665577793,5.648974238161206
2019,19,Guatamala,4,wholesale,533,12.55,2.529720665577793,6.278521424165844
2019,48,Ethiopia,3,wholesale,655,13.02,2.5664866367804233,6.484635235635252
2019,20,Panama,1,retail,276,13.02,2.5664866367804233,5.62040086571715
2019,26,Ethiopia,1,wholesale,670,12.55,2.529720665577793,6.507277712385012
2019,8,Ethiopia,1,wholesale,685,12.5,2.5257286443082556,6.529418838262226
2019,33,Ethiopia,1,retail,655,13.02,2.5664866367804233,6.484635235635252
2019,52,Kenya,1,wholesale,590,12.5,2.5257286443082556,6.380122536899765
2019,42,Papua New Guinea,1,retail,800,15.15,2.7180005319553784,6.684611727667927
2019,19,Guatamala,3,shop,476,14.2,2.653241964607215,6.16541785423142
2019,44,Panama,2,wholesale,292,12.5,2.5257286443082556,5.676753802268282
2019,22,Kenya,3,wholesale,580,12.55,2.529720665577793,6.363028103540465
2019,30,Panama,2,retail,260,15.15,2.7180005319553784,5.560681631015528
2019,17,Kenya,4,shop,550,15.15,2.7180005319553784,6.309918278226516
2019,37,Papua New Guinea,1,wholesale,840,13.02,2.5664866367804233,6.733401891837359
2019,6,Panama,1,shop,292,12.5,2.5257286443082556,5.676753802268282
2019,14,Papua New Guinea,1,shop,860,12.55,2.529720665577793,6.756932389247553
2019,22,Panama,2,shop,276,13.02,2.5664866367804233,5.62040086571715
2019,12,Papua New Guinea,1,retail,860,12.55,2.529720665577793,6.756932389247553
2019,19,Panama,3,wholesale,276,13.02,2.5664866367804233,5.62040086571715
2019,20,Kenya,1,wholesale,560,14.2,2.653241964607215,6.327936783729195
2019,46,Papua New Guinea,1,shop,880,12.5,2.5257286443082556,6.779921907472252
2019,30,Ethiopia,1,shop,685,12.5,2.5257286443082556,6.529418838262226
2019,21,Guatamala,2,shop,476,14.2,2.653241964607215,6.16541785423142
2019,34,Panama,3,retail,276,13.02,2.5664866367804233,5.62040086571715
2019,37,Ethiopia,5,retail,670,12.55,2.529720665577793,6.507277712385012
2019,29,Panama,3,retail,284,12.55,2.529720665577793,5.648974238161206
2019,4,Papua New Guinea,1,wholesale,800,15.15,2.7180005319553784,6.684611727667927
2019,42,Panama,2,retail,263,14.2,2.653241964607215,5.572154032177765
2019,23,Guatamala,1,shop,470,14.99,2.7073833121145063,6.152732694704104
2019,46,Papua New Guinea,1,retail,800,15.15,2.7180005319553784,6.684611727667927
2019,21,Papua New Guinea,1,shop,877,12.5,2.5257286443082556,6.776506992372183
2019,4,Papua New Guinea,1,shop,860,12.55,2.529720665577793,6.756932389247553
2019,52,Papua New Guinea,1,retail,734,15.15,2.7180005319553784,6.598509028614515
2019,52,Ethiopia,3,retail,661,15.15,2.7180005319553784,6.493753839851686
2019,44,Guatamala,3,wholesale,488,12.55,2.529720665577793,6.1903154058531475
2019,13,Kenya,1,retail,580,12.55,2.529720665577793,6.363028103540465
2019,25,Guatamala,4,wholesale,488,12.55,2.529720665577793,6.1903154058531475
2019,38,Papua New Guinea,1,retail,860,12.55,2.529720665577793,6.756932389247553
2019,10,Panama,3,wholesale,268,14.2,2.653241964607215,5.5909869805108565
2019,24,Papua New Guinea,1,retail,820,14.2,2.653241964607215,6.709304340258298
2019,18,Papua New Guinea,1,shop,840,13.02,2.5664866367804233,6.733401891837359
2019,2,Kenya,2,wholesale,550,15.15,2.7180005319553784,6.309918278226516
2019,39,Ethiopia,2,wholesale,684,13.02,2.5664866367804233,6.52795791762255
2019,51,Kenya,2,wholesale,550,15.15,2.7180005319553784,6.309918278226516
2019,17,Guatamala,3,shop,470,15.08,2.71336936257981,6.152732694704104
2019,35,Panama,2,retail,292,13.02,2.5664866367804233,5.676753802268282
2019,43,Kenya,2,shop,592,13.02,2.5664866367804233,6.3835066348840055
2019,7,Kenya,2,retail,550,15.15,2.7180005319553784,6.309918278226516
2019,22,Papua New Guinea,1,wholesale,880,12.5,2.5257286443082556,6.779921907472252
2019,51,Ethiopia,2,shop,655,13.02,2.5664866367804233,6.484635235635252
2019,19,Ethiopia,1,retail,655,13.02,2.5664866367804233,6.484635235635252
2019,20,Ethiopia,5,wholesale,625,15.09,2.7140322727797574,6.437751649736401
2019,37,Papua New Guinea,1,shop,880,12.5,2.5257286443082556,6.779921907472252
2019,7,Guatamala,1,retail,482,13.02,2.5664866367804233,6.1779441140506
2019,33,Kenya,3,shop,550,15.15,2.7180005319553784,6.309918278226516
2019,8,Kenya,3,wholesale,590,12.38,2.5160822672564502,6.380122536899765
2019,23,Papua New Guinea,1,shop,860,12.55,2.529720665577793,6.756932389247553
2019,1,Ethiopia,3,shop,625,15.21,2.7219531062712017,6.437751649736401
2019,52,Panama,3,shop,260,15.15,2.7180005319553784,5.560681631015528
2019,8,Ethiopia,2,wholesale,625,15.15,2.7180005319553784,6.437751649736401
2019,51,Kenya,1,retail,560,14.2,2.653241964607215,6.327936783729195
2019,28,Papua New Guinea,1,wholesale,880,12.5,2.5257286443082556,6.779921907472252
2019,30,Kenya,1,shop,590,12.5,2.5257286443082556,6.380122536899765
2019,36,Papua New Guinea,1,shop,820,14.2,2.653241964607215,6.709304340258298
2019,8,Guatamala,4,retail,470,15.09,2.7140322727797574,6.152732694704104
2019,4,Guatamala,3,shop,476,14.2,2.653241964607215,6.16541785423142
2019,32,Ethiopia,3,shop,640,14.23,2.655352412101761,6.461468176353717
2019,3,Papua New Guinea,1,retail,840,13.02,2.5664866367804233,6.733401891837359
2019,8,Panama,2,retail,260,15.15,2.7180005319553784,5.560681631015528
2019,8,Panama,2,retail,261,12.5,2.5257286443082556,5.564520407322694
2019,22,Kenya,1,wholesale,580,12.55,2.529720665577793,6.363028103540465
2019,19,Ethiopia,3,retail,644,14.2,2.653241964607215,6.467698726104354
2019,16,Ethiopia,2,retail,685,12.5,2.5257286443082556,6.529418838262226
2019,30,Papua New Guinea,1,shop,800,15.08,2.71336936257981,6.684611727667927
2019,30,Kenya,2,wholesale,590,12.5,2.5257286443082556,6.380122536899765
2019,33,Ethiopia,2,shop,655,13.02,2.5664866367804233,6.484635235635252
2019,10,Papua New Guinea,1,shop,820,14.2,2.653241964607215,6.709304340258298
2019,39,Panama,2,wholesale,268,14.2,2.653241964607215,5.5909869805108565
2019,20,Guatamala,2,retail,494,12.5,2.5257286443082556,6.202535517187923
2019,18,Papua New Guinea,1,wholesale,880,12.5,2.5257286443082556,6.779921907472252
2019,52,Panama,3,retail,292,12.5,2.5257286443082556,5.676753802268282
2019,6,Panama,3,shop,268,14.2,2.653241964607215,5.5909869805108565
2019,45,Papua New Guinea,1,shop,860,12.55,2.529720665577793,6.756932389247553
2019,26,Guatamala,1,wholesale,548,12.5,2.5257286443082556,6.306275286948016
2019,24,Papua New Guinea,1,wholesale,820,14.2,2.653241964607215,6.709304340258298
2019,14,Ethiopia,4,retail,640,14.18,2.6518325211039815,6.461468176353717
2019,27,Papua New Guinea,1,retail,800,15.15,2.7180005319553784,6.684611727667927
2019,33,Guatamala,2,wholesale,470,15.15,2.7180005319553784,6.152732694704104
2019,10,Panama,2,shop,241,13.02,2.5664866367804233,5.484796933490655
2019,44,Papua New Guinea,1,wholesale,820,14.2,2.653241964607215,6.709304340258298
2019,50,Ethiopia,2,shop,625,15.05,2.711377991194885,6.437751649736401
2019,10,Panama,1,wholesale,268,14.2,2.653241964607215,5.5909869805108565
2019,39,Ethiopia,1,retail,685,12.5,2.5257286443082556,6.529418838262226
2019,26,Guatamala,2,shop,488,12.55,2.529720665577793,6.1903154058531475
2019,6,Papua New Guinea,1,retail,800,15.08,2.71336936257981,6.684611727667927
2019,16,Kenya,1,retail,550,15.15,2.7180005319553784,6.309918278226516
2019,2,Kenya,1,retail,590,12.65,2.5376572151735295,6.380122536899765
2019,25,Papua New Guinea,1,retail,800,15.15,2.7180005319553784,6.684611727667927
2019,29,Kenya,2,wholesale,560,14.2,2.653241964607215,6.327936783729195
2019,33,Ethiopia,3,shop,655,13.02,2.5664866367804233,6.484635235635252
2019,6,Papua New Guinea,1,wholesale,800,15.15,2.7180005319553784,6.684611727667927
2019,22,Kenya,3,retail,560,14.27,2.658159431488745,6.327936783729195
2019,35,Guatamala,4,shop,492,14.2,2.653241964607215,6.198478716492308
2019,25,Ethiopia,2,retail,685,13.01,2.565718292524414,6.529418838262226
2019,19,Ethiopia,2,wholesale,685,12.5,2.5257286443082556,6.529418838262226
2019,26,Ethiopia,2,retail,691,12.5,2.5257286443082556,6.53813982376767
2019,27,Papua New Guinea,1,shop,800,15.15,2.7180005319553784,6.684611727667927
2019,47,Guatamala,3,shop,505,14.2,2.653241964607215,6.22455842927536
2019,31,Panama,2,retail,268,14.22,2.6546494243750947,5.5909869805108565
2019,12,Panama,1,retail,292,12.5,2.5257286443082556,5.676753802268282
2019,42,Papua New Guinea,1,wholesale,840,13.02,2.5664866367804233,6.733401891837359
2019,3,Panama,1,wholesale,260,15.15,2.7180005319553784,5.560681631015528
2019,26,Ethiopia,5,retail,625,15.15,2.7180005319553784,6.437751649736401
2019,36,Kenya,4,wholesale,550,15.17,2.719319793360441,6.309918278226516
2019,51,Kenya,1,wholesale,580,12.55,2.529720665577793,6.363028103540465
2019,39,Panama,2,wholesale,260,15.15,2.7180005319553784,5.560681631015528
2019,41,Guatamala,2,wholesale,476,14.2,2.653241964607215,6.16541785423142
2019,26,Papua New Guinea,1,shop,800,15.15,2.7180005319553784,6.684611727667927
2019,50,Kenya,3,retail,580,12.55,2.529720665577793,6.363028103540465
2019,39,Papua New Guinea,1,shop,880,12.5,2.5257286443082556,6.779921907472252
2019,14,Kenya,3,shop,590,12.5,2.5257286443082556,6.380122536899765
2019,31,Kenya,2,shop,550,15.15,2.7180005319553784,6.309918278226516
2019,42,Guatamala,4,wholesale,476,14.07,2.644044871126298,6.16541785423142
2019,5,Papua New Guinea,1,wholesale,840,13.02,2.5664866367804233,6.733401891837359
2019,51,Papua New Guinea,1,retail,820,14.2,2.653241964607215,6.709304340258298
