year,week,store,quantity,price,ppu,ppu_l,quantity_l
2017,32,3135,3,13.82,4.6066666666666665,1.527504529671414,1.0986122886681098
2017,32,1384,19,101.16,5.324210526315789,1.672264442635324,2.9444389791664403
2017,32,3665,32,182.86,5.714375,1.742984929936554,3.4657359027997265
2017,32,3635,11,61.58,5.598181818181818,1.7224418696979837,2.3978952727983707
2017,32,3643,6,27.64,4.6066666666666665,1.527504529671414,1.791759469228055
2017,32,763,6,31.73,5.288333333333333,1.6655031363670492,1.791759469228055
2017,32,3478,6,19.46,3.2433333333333336,1.176601607529804,1.791759469228055
2017,32,3480,25,136.98,5.4792,1.7009591049015584,3.2188758248682006
2017,32,3936,9,49.64,5.515555555555555,1.707572383000187,2.1972245773362196
2017,32,3616,17,89.22,5.248235294117647,1.6578918856439027,2.833213344056216
2017,32,3490,32,182.86,5.714375,1.742984929936554,3.4657359027997265
2017,33,763,8,42.39,5.29875,1.66747094368471,2.0794415416798357
2017,33,3676,9,49.76,5.528888888888889,1.7099868710947046,2.1972245773362196
2017,34,263,8,44.28,5.535,1.7110915661606003,2.0794415416798357
2017,34,3022,6,34.03,5.671666666666667,1.7354830192847595,1.791759469228055
2017,34,3132,11,62.19,5.653636363636363,1.7322989423174273,2.3978952727983707
2017,34,1399,5,24.48,4.896,1.588418545210025,1.6094379124341003
2017,34,3910,7,38.31,5.472857142857143,1.6998008096572443,1.9459101490553132
2017,36,3150,4,19.92,4.98,1.6054298910365616,1.3862943611198906
2017,36,3659,5,26.27,5.254,1.658989691263348,1.6094379124341003
2017,36,1356,8,24.0,3.0,1.0986122886681098,2.0794415416798357
2017,36,3677,61,118.77,1.947049180327869,0.6663149856128378,4.110873864173311
2017,37,3148,5,24.48,4.896,1.588418545210025,1.6094379124341003
2017,37,3022,7,34.63,4.9471428571428575,1.5988102093590173,1.9459101490553132
2017,37,3910,12,50.24,4.1866666666666665,1.431904872371943,2.4849066497880004
2017,37,796,4,20.88,5.22,1.6524974018945473,1.3862943611198906
2017,38,3619,9,51.26,5.695555555555555,1.7396861435997055,2.1972245773362196
2017,38,3659,4,18.51,4.6275,1.5320167654655157,1.3862943611198906
2017,38,3910,10,42.58,4.258,1.4487995664712878,2.302585092994046
2017,38,3677,12,30.74,2.5616666666666665,0.9406580883224495,2.4849066497880004
2017,38,796,9,26.73,2.97,1.0885619528146082,2.1972245773362196
2017,38,268,15,84.61,5.640666666666666,1.7300022618341995,2.70805020110221
2017,39,3919,6,34.03,5.671666666666667,1.7354830192847595,1.791759469228055
2017,39,796,28,83.16,2.9699999999999998,1.0885619528146082,3.332204510175204
2017,39,3463,12,35.91,2.9924999999999997,1.0961091584499911,2.4849066497880004
2017,40,796,23,83.31,3.6221739130434782,1.2870743740576682,3.1354942159291497
2017,40,3125,6,30.45,5.075,1.6243265249278511,1.791759469228055
2017,41,796,10,50.7,5.07,1.623340817603092,2.302585092994046
2017,41,3125,5,26.27,5.254,1.658989691263348,1.6094379124341003
2017,42,1384,8,45.79,5.72375,1.7446241849891682,2.0794415416798357
2017,42,3643,6,33.85,5.641666666666667,1.730179530130229,1.791759469228055
2017,42,3662,8,45.97,5.74625,1.7485474681383006,2.0794415416798357
2017,42,3125,4,22.09,5.5225,1.7088306563121352,1.3862943611198906
2017,43,1399,7,40.0,5.714285714285714,1.742969305058623,1.9459101490553132
2017,43,3461,7,40.0,5.714285714285714,1.742969305058623,1.9459101490553132
2017,43,3478,6,34.03,5.671666666666667,1.7354830192847595,1.791759469228055
2017,43,3133,5,25.87,5.174,1.6436460837638374,1.6094379124341003
2017,44,3117,5,26.41,5.282,1.6643048138749406,1.6094379124341003
2017,44,3653,10,56.14,5.614,1.7252634779396907,2.302585092994046
2017,44,3461,6,32.28,5.38,1.682688374173693,1.791759469228055
2017,44,3618,29,163.77,5.647241379310345,1.7311671744753019,3.367295829986474
2017,44,3622,7,32.89,4.698571428571428,1.5472585111456523,1.9459101490553132
2017,44,3621,6,29.9,4.983333333333333,1.6060990111685858,1.791759469228055
2017,44,3676,7,37.86,5.408571428571428,1.6879849967258636,1.9459101490553132
2017,44,3496,2,8.98,4.49,1.501852701754163,0.6931471805599453
2017,44,3134,4,20.34,5.085,1.6262950295005232,1.3862943611198906
2017,44,763,7,36.5,5.214285714285714,1.6514021115331325,1.9459101490553132
2017,44,3936,9,46.59,5.176666666666667,1.644161348492486,2.1972245773362196
2017,44,3022,7,34.93,4.99,1.6074359097634274,1.9459101490553132
2017,44,3146,8,44.3,5.5375,1.711543135371254,2.0794415416798357
2017,45,3104,3,16.17,5.390000000000001,1.684545384920906,1.0986122886681098
2017,45,3657,7,38.33,5.475714285714285,1.7003227303371502,1.9459101490553132
2017,45,3670,11,62.29,5.662727272727273,1.7339056264676838,2.3978952727983707
2017,45,3022,10,42.5,4.25,1.4469189829363254,2.302585092994046
2017,45,3922,12,61.08,5.09,1.6272778305624314,2.4849066497880004
2017,45,3622,2,10.18,5.09,1.6272778305624314,0.6931471805599453
2017,45,796,8,23.92,2.99,1.095273387402595,2.0794415416798357
2017,45,3643,6,33.95,5.658333333333334,1.7331293847766502,1.791759469228055
2017,45,3127,7,39.93,5.704285714285715,1.7412177720198168,1.9459101490553132
2017,45,3936,5,24.65,4.93,1.5953389880545987,1.6094379124341003
2017,46,3919,5,26.35,5.2700000000000005,1.662030362553271,1.6094379124341003
2017,46,1341,12,61.08,5.09,1.6272778305624314,2.4849066497880004
2017,46,796,42,83.58,1.99,0.688134638736401,3.7376696182833684
2017,47,3112,8,42.52,5.315,1.6705330117939112,2.0794415416798357
2017,47,3149,5,24.55,4.91,1.5912739418064292,1.6094379124341003
2017,47,1370,5,28.15,5.63,1.728109442151599,1.6094379124341003
2017,47,3490,16,72.44,4.5275,1.5101699107754314,2.772588722239781
2017,47,703,6,25.14,4.19,1.4327007339340465,1.791759469228055
2017,47,3919,5,22.75,4.55,1.5151272329628591,1.6094379124341003
2017,47,3910,8,44.32,5.54,1.7119945007591924,2.0794415416798357
2017,47,1341,28,122.72,4.382857142857143,1.477700827443742,3.332204510175204
2017,47,3677,17,41.53,2.442941176470588,0.8932027135864461,2.833213344056216
2017,47,793,6,33.94,5.656666666666666,1.7328347905780253,1.791759469228055
2017,47,3666,30,79.95,2.665,0.9802040576178078,3.4011973816621555
2017,48,3149,4,18.56,4.64,1.534714366238164,1.3862943611198906
2017,48,3682,10,53.9,5.39,1.6845453849209058,2.302585092994046
2017,49,3640,14,80.37,5.740714285714286,1.7475836426093685,2.6390573296152584
2017,49,1384,18,93.86,5.214444444444444,1.6514325524701068,2.8903717578961645
2017,50,1368,4,18.56,4.64,1.534714366238164,1.3862943611198906
2017,50,3474,4,20.36,5.09,1.6272778305624314,1.3862943611198906
2017,50,763,3,16.17,5.390000000000001,1.684545384920906,1.0986122886681098
2017,51,763,2,10.18,5.09,1.6272778305624314,0.6931471805599453
2017,51,3936,7,36.43,5.204285714285715,1.6494824619651591,1.9459101490553132
2017,51,3474,5,24.55,4.91,1.5912739418064292,1.6094379124341003
2017,51,3133,6,34.14,5.69,1.7387102481382397,1.791759469228055
2017,51,3462,3,12.57,4.19,1.4327007339340465,1.0986122886681098
2018,1,3658,23,123.37,5.363913043478261,1.6796937541542236,3.1354942159291497
2018,1,1313,14,79.86,5.704285714285715,1.7412177720198168,2.6390573296152584
2018,1,763,2,10.18,5.09,1.6272778305624314,0.6931471805599453
2018,1,3140,3,16.17,5.390000000000001,1.684545384920906,1.0986122886681098
2018,2,763,13,67.07,5.159230769230769,1.6407874926501091,2.5649493574615367
2018,2,3463,13,54.47,4.1899999999999995,1.4327007339340463,2.5649493574615367
2018,2,1368,8,44.32,5.54,1.7119945007591924,2.0794415416798357
2018,3,3150,2,10.18,5.09,1.6272778305624314,0.6931471805599453
2018,3,1368,8,44.32,5.54,1.7119945007591924,2.0794415416798357
2018,3,3919,7,34.73,4.961428571428571,1.6016937177006692,1.9459101490553132
2018,3,289,17,97.72,5.748235294117647,1.7488929023333235,2.833213344056216
2018,3,3682,7,40.13,5.732857142857143,1.746214035223512,1.9459101490553132
2018,3,3478,5,22.75,4.55,1.5151272329628591,1.6094379124341003
2018,3,763,3,12.57,4.19,1.4327007339340465,1.0986122886681098
2018,3,3646,4,20.36,5.09,1.6272778305624314,1.3862943611198906
2018,4,3150,6,25.14,4.19,1.4327007339340465,1.791759469228055
2018,4,1326,2,8.38,4.19,1.4327007339340465,0.6931471805599453
2018,4,1376,6,34.14,5.69,1.7387102481382397,1.791759469228055
2018,5,266,10,49.1,4.91,1.5912739418064292,2.302585092994046
2018,5,3133,4,18.56,4.64,1.534714366238164,1.3862943611198906
2018,5,3127,7,14.0,2.0,0.6931471805599453,1.9459101490553132
2018,5,277,7,36.53,5.218571428571429,1.6522236917518778,1.9459101490553132
2018,6,3618,23,130.77,5.685652173913044,1.7379458389892612,3.1354942159291497
2018,6,3141,11,62.39,5.671818181818182,1.7355097333243243,2.3978952727983707
2018,7,1341,32,164.68,5.14625,1.6382682941019775,3.4657359027997265
2018,8,760,11,62.29,5.662727272727273,1.7339056264676838,2.3978952727983707
2018,9,3112,5,28.15,5.63,1.728109442151599,1.6094379124341003
2018,11,743,5,26.35,5.2700000000000005,1.662030362553271,1.6094379124341003
2018,11,744,15,80.85,5.39,1.6845453849209058,2.70805020110221
2018,11,3151,9,50.91,5.656666666666666,1.7328347905780253,2.1972245773362196
2018,11,3150,2,8.98,4.49,1.501852701754163,0.6931471805599453
2018,11,3135,4,20.36,5.09,1.6272778305624314,1.3862943611198906
2018,11,3126,2,8.98,4.49,1.501852701754163,0.6931471805599453
2018,11,3142,12,65.88,5.489999999999999,1.7029282555214391,2.4849066497880004
2018,11,3646,7,38.93,5.561428571428571,1.715855012567051,1.9459101490553132
2018,11,1326,4,18.56,4.64,1.534714366238164,1.3862943611198906
2018,11,3924,10,56.9,5.6899999999999995,1.7387102481382395,2.302585092994046
2018,11,3643,7,38.93,5.561428571428571,1.715855012567051,1.9459101490553132
2018,11,3141,25,141.73,5.6692,1.7350480143106133,3.2188758248682006
2018,11,703,10,53.9,5.39,1.6845453849209058,2.302585092994046
2018,12,743,6,25.14,4.19,1.4327007339340465,1.791759469228055
2018,12,3463,6,25.14,4.19,1.4327007339340465,1.791759469228055
2018,12,3461,4,22.16,5.54,1.7119945007591924,1.3862943611198906
2018,12,1326,2,8.38,4.19,1.4327007339340465,0.6931471805599453
2018,14,3493,7,39.93,5.704285714285715,1.7412177720198168,1.9459101490553132
2018,15,3149,12,68.39,5.699166666666667,1.7403199653220043,2.4849066497880004
2018,15,3653,5,22.97,4.593999999999999,1.5247511042669064,1.6094379124341003
2018,15,3120,9,39.95,4.438888888888889,1.4904040948760644,2.1972245773362196
2018,15,3492,12,64.9,5.408333333333334,1.6879409739220441,2.4849066497880004
2018,15,3910,16,74.9,4.68125,1.5435651682833926,2.772588722239781
2018,15,1335,28,160.74,5.740714285714286,1.7475836426093685,3.332204510175204
2018,15,3135,9,32.97,3.663333333333333,1.2983734797474202,2.1972245773362196
2018,15,3494,11,58.91,5.3554545454545455,1.6781155827352254,2.3978952727983707
2018,15,3679,14,76.88,5.491428571428571,1.7031884350467783,2.6390573296152584
2018,15,291,20,100.0,5.0,1.6094379124341003,2.995732273553991
2018,15,3141,11,59.89,5.444545454545454,1.6946142734780005,2.3978952727983707
2018,15,3456,10,56.41,5.641,1.730061354757839,2.302585092994046
2018,15,3620,16,88.86,5.55375,1.7144733752679813,2.772588722239781
2018,15,705,24,136.78,5.699166666666667,1.7403199653220043,3.1780538303479458
2018,15,3682,12,64.9,5.408333333333334,1.6879409739220441,2.4849066497880004
2018,15,277,9,46.93,5.214444444444444,1.6514325524701068,2.1972245773362196
2018,15,793,6,28.96,4.826666666666667,1.5741560982894607,1.791759469228055
2018,16,718,3,11.93,3.9766666666666666,1.380443947441715,1.0986122886681098
2018,16,291,21,118.59,5.647142857142858,1.7311497282532808,3.044522437723423
2018,16,3474,20,89.2,4.46,1.4951487660319727,2.995732273553991
2018,16,3936,5,27.95,5.59,1.7209792871670078,1.6094379124341003
2018,17,3456,8,41.92,5.24,1.6563214983329508,2.0794415416798357
2018,18,3112,13,65.54,5.041538461538462,1.6177112858091318,2.5649493574615367
2018,18,3149,11,61.78,5.616363636363636,1.7256844146920651,2.3978952727983707
2018,18,3104,12,67.77,5.6475,1.7312129693600213,2.4849066497880004
2018,18,3122,7,37.82,5.402857142857143,1.6869279141749982,1.9459101490553132
2018,18,3653,11,56.89,5.171818181818182,1.6432243059641856,2.3978952727983707
2018,18,3120,16,71.18,4.44875,1.4926231578422655,2.772588722239781
2018,18,1326,15,81.63,5.441999999999999,1.6941466403610543,2.70805020110221
2018,18,3133,10,55.79,5.579,1.7190095488633912,2.302585092994046
2018,18,3664,55,308.9,5.616363636363636,1.7256844146920651,4.007333185232471
2018,18,3478,20,82.81,4.1405,1.4208165534916177,2.995732273553991
2018,18,3143,13,65.54,5.041538461538462,1.6177112858091318,2.5649493574615367
2018,18,3461,15,81.63,5.441999999999999,1.6941466403610543,2.70805020110221
2018,18,703,25,141.53,5.6612,1.7336358838775467,3.2188758248682006
2018,18,268,36,190.98,5.305,1.6686497720659463,3.58351893845611
2018,18,793,12,67.77,5.6475,1.7312129693600213,2.4849066497880004
2018,18,3933,12,67.77,5.6475,1.7312129693600213,2.4849066497880004
2018,18,3682,20,103.36,5.168,1.6424857664803008,2.995732273553991
2018,18,3022,18,95.49,5.305,1.6686497720659463,2.8903717578961645
2018,18,1320,15,81.63,5.441999999999999,1.6941466403610543,2.70805020110221
2018,19,3149,4,20.46,5.115,1.6321773994035897,1.3862943611198906
2018,19,758,7,37.82,5.402857142857143,1.6869279141749982,1.9459101490553132
2018,19,3131,24,123.82,5.159166666666667,1.6407750677431405,3.1780538303479458
2018,19,3113,26,135.19,5.1996153846153845,1.648584658354832,3.258096538021482
2018,19,3621,24,135.54,5.6475,1.7312129693600213,3.1780538303479458
2018,19,3618,10,55.79,5.579,1.7190095488633912,2.302585092994046
2018,19,3619,8,43.81,5.47625,1.7004205601459712,2.0794415416798357
2018,19,3456,13,73.76,5.673846153846155,1.7358672217868019,2.5649493574615367
2018,19,3152,6,27.72,4.62,1.5303947050936475,1.791759469228055
2018,19,3642,17,97.72,5.748235294117647,1.7488929023333235,2.833213344056216
2018,19,3492,11,61.78,5.616363636363636,1.7256844146920651,2.3978952727983707
2018,19,3450,37,149.43,4.038648648648649,1.3959101431090772,3.6109179126442243
2018,19,705,12,63.66,5.305,1.6686497720659463,2.4849066497880004
2018,19,3615,12,67.77,5.6475,1.7312129693600213,2.4849066497880004
2018,19,3675,6,23.61,3.935,1.3699108818693666,1.791759469228055
2018,19,3496,3,9.75,3.25,1.1786549963416462,1.0986122886681098
2018,19,1356,13,70.26,5.404615384615385,1.6872532893761443,2.5649493574615367
2018,19,3673,17,85.39,5.022941176470589,1.6140156538632988,2.833213344056216
2018,19,1313,21,109.35,5.207142857142857,1.650031309399354,3.044522437723423
2018,19,3124,10,51.68,5.168,1.6424857664803008,2.302585092994046
2018,19,3451,20,113.76,5.688000000000001,1.7383586925009398,2.995732273553991
2018,20,760,20,95.14,4.757,1.5596172174501444,2.995732273553991
2018,21,704,38,207.07,5.449210526315789,1.6954707406255476,3.6375861597263857
2018,21,3658,38,212.59,5.594473684210526,1.721779268386585,3.6375861597263857
2018,21,3131,47,233.41,4.966170212765958,1.6026489621260371,3.8501476017100584
2018,21,1320,52,295.04,5.673846153846155,1.7358672217868019,3.9512437185814275
2018,21,3615,17,97.72,5.748235294117647,1.7488929023333235,2.833213344056216
2018,21,1335,49,260.63,5.318979591836735,1.6712814789106945,3.8918202981106265
2018,21,268,50,287.17,5.7434,1.7480513694654165,3.912023005428146
2018,21,3922,26,143.71,5.5273076923076925,1.7097008420646735,3.258096538021482
2018,21,3618,14,67.62,4.83,1.5748464676644813,2.6390573296152584
2018,21,1341,28,147.17,5.2560714285714285,1.6593838710008175,3.332204510175204
2018,21,3461,31,173.36,5.5922580645161295,1.7213831527429575,3.4339872044851463
2018,21,1326,13,65.54,5.041538461538462,1.6177112858091318,2.5649493574615367
2018,21,3456,27,153.51,5.685555555555555,1.737928845480781,3.295836866004329
2018,21,3682,21,105.24,5.011428571428572,1.611721018448669,3.044522437723423
2018,21,3022,17,93.61,5.5064705882352944,1.7059238713274374,2.833213344056216
2018,21,277,16,91.83,5.739375,1.7473503193856497,2.772588722239781
2018,21,3450,36,103.08,2.8633333333333333,1.0519864473280542,3.58351893845611
2018,21,3496,6,33.94,5.656666666666666,1.7328347905780253,1.791759469228055
2018,21,3457,16,91.73,5.733125,1.746260757281783,2.772588722239781
2018,21,3490,13,71.87,5.5284615384615385,1.7099095740188146,2.5649493574615367
2018,21,3126,9,49.8,5.533333333333333,1.7107904066943878,2.1972245773362196
2018,21,1313,26,147.71,5.681153846153847,1.7371543540310264,3.258096538021482
2018,21,3672,40,211.23,5.280749999999999,1.6640681330852152,3.6888794541139363
2018,21,3636,51,286.05,5.608823529411765,1.724340987990212,3.9318256327243257
2018,21,793,12,51.33,4.2775,1.4533687267842115,2.4849066497880004
2018,21,3619,19,103.81,5.463684210526316,1.6981233260387136,2.9444389791664403
2018,21,737,17,68.95,4.055882352941176,1.4001682601830947,2.833213344056216
2018,21,3141,40,229.38,5.7345,1.7465005628224402,3.6888794541139363
2018,21,3134,17,92.83,5.460588235294118,1.6975565193556252,2.833213344056216
2018,21,705,24,106.77,4.4487499999999995,1.4926231578422653,3.1780538303479458
2018,22,3618,16,87.62,5.47625,1.7004205601459712,2.772588722239781
2018,22,1384,21,113.46,5.402857142857142,1.686927914174998,3.044522437723423
2018,22,3450,13,65.81,5.062307692307693,1.621822445006491,2.5649493574615367
2018,23,705,31,117.86,3.8019354838709676,1.335510274924621,3.4339872044851463
2018,24,3131,23,121.37,5.27695652173913,1.6633495151891204,3.1354942159291497
2018,24,3640,6,32.33,5.388333333333333,1.6842361225092866,1.791759469228055
2018,24,3138,24,131.37,5.47375,1.699963939133471,3.1780538303479458
2018,24,3618,16,88.54,5.53375,1.7108657050642138,2.772588722239781
2018,24,3907,23,130.33,5.666521739130435,1.734575479613479,3.1354942159291497
2018,24,3673,19,102.96,5.418947368421052,1.6899015841214307,2.9444389791664403
2018,24,705,18,36.0,2.0,0.6931471805599453,2.8903717578961645
2018,24,3496,11,56.72,5.156363636363636,1.6402316094255014,2.3978952727983707
2018,24,3672,29,162.66,5.608965517241379,1.7243663027521552,3.367295829986474
2018,25,3131,27,154.21,5.711481481481481,1.7424784438652359,3.295836866004329
2018,25,1312,11,62.18,5.652727272727272,1.732138131832237,2.3978952727983707
2018,25,3143,11,58.69,5.335454545454545,1.6743740817718724,2.3978952727983707
2018,25,3677,16,87.56,5.4725,1.699735550414881,2.772588722239781
2018,25,3152,9,50.24,5.582222222222223,1.719586944823724,2.1972245773362196
2018,25,3910,24,135.28,5.636666666666667,1.7292928742423792,3.1780538303479458
2018,25,3646,9,50.24,5.582222222222223,1.719586944823724,2.1972245773362196
2018,25,3474,28,135.75,4.848214285714286,1.5786104486388408,3.332204510175204
2018,25,705,18,55.85,3.102777777777778,1.132297767619045,2.8903717578961645
2018,25,3667,27,145.31,5.381851851851852,1.6830325253282754,3.295836866004329
2018,25,3619,2,8.45,4.225,1.441019260809137,0.6931471805599453
2018,25,3969,17,95.53,5.619411764705882,1.7262269902257008,2.833213344056216
2018,26,3112,55,158.4,2.88,1.0577902941478545,4.007333185232471
2018,26,743,36,103.68,2.8800000000000003,1.0577902941478547,3.58351893845611
2018,26,3149,48,138.24,2.8800000000000003,1.0577902941478547,3.871201010907891
2018,26,744,42,120.96,2.88,1.0577902941478545,3.7376696182833684
2018,26,704,57,164.16,2.88,1.0577902941478545,4.04305126783455
2018,26,758,19,54.72,2.88,1.0577902941478545,2.9444389791664403
2018,26,3658,208,599.04,2.88,1.0577902941478545,5.337538079701318
2018,26,3104,37,106.56,2.88,1.0577902941478545,3.6109179126442243
2018,26,3660,49,141.12,2.88,1.0577902941478545,3.8918202981106265
2018,26,3131,248,713.84,2.8783870967741936,1.0572301014269139,5.5134287461649825
2018,26,3122,50,144.0,2.88,1.0577902941478545,3.912023005428146
2018,26,3117,331,953.28,2.88,1.0577902941478545,5.802118375377063
2018,26,3653,59,169.92,2.88,1.0577902941478545,4.07753744390572
2018,26,3113,60,172.8,2.8800000000000003,1.0577902941478547,4.0943445622221
2018,26,3151,133,383.04,2.8800000000000003,1.0577902941478547,4.890349128221754
2018,26,3120,41,118.08,2.88,1.0577902941478545,3.713572066704308
2018,26,3661,239,688.32,2.8800000000000003,1.0577902941478547,5.476463551931511
2018,26,3119,91,262.08,2.88,1.0577902941478545,4.51085950651685
2018,26,3652,30,86.4,2.8800000000000003,1.0577902941478547,3.4011973816621555
2018,26,3150,47,135.36,2.8800000000000003,1.0577902941478547,3.8501476017100584
2018,26,3657,38,109.44,2.88,1.0577902941478545,3.6375861597263857
2018,26,3640,71,204.48,2.88,1.0577902941478545,4.2626798770413155
2018,26,263,47,135.36,2.8800000000000003,1.0577902941478547,3.8501476017100584
2018,26,3462,19,54.72,2.88,1.0577902941478545,2.9444389791664403
2018,26,3681,71,204.48,2.88,1.0577902941478545,4.2626798770413155
2018,26,3142,249,717.12,2.88,1.0577902941478545,5.517452896464707
2018,26,3937,21,60.48,2.88,1.0577902941478545,3.044522437723423
2018,26,3670,68,195.84,2.88,1.0577902941478545,4.219507705176107
2018,26,3926,118,339.84,2.88,1.0577902941478545,4.770684624465665
2018,26,3621,141,406.08,2.88,1.0577902941478545,4.948759890378168
2018,26,3494,147,423.36,2.88,1.0577902941478545,4.990432586778736
2018,26,3682,43,123.84,2.88,1.0577902941478545,3.7612001156935624
2018,26,1312,84,241.92,2.88,1.0577902941478545,4.430816798843313
2018,26,3143,270,777.6,2.88,1.0577902941478545,5.598421958998375
2018,26,3132,61,175.68,2.88,1.0577902941478545,4.110873864173311
2018,26,3622,71,203.68,2.868732394366197,1.053870257767781,4.2626798770413155
2018,26,1350,48,138.24,2.8800000000000003,1.0577902941478547,3.871201010907891
2018,26,3644,22,63.36,2.88,1.0577902941478545,3.091042453358316
2018,26,1346,96,276.48,2.8800000000000003,1.0577902941478547,4.564348191467836
2018,26,770,60,172.8,2.8800000000000003,1.0577902941478547,4.0943445622221
2018,26,3618,89,256.32,2.88,1.0577902941478545,4.48863636973214
2018,26,793,46,132.48,2.88,1.0577902941478545,3.828641396489095
2018,26,3668,37,106.56,2.88,1.0577902941478545,3.6109179126442243
2018,26,266,172,494.58,2.8754651162790696,1.056214440739738,5.147494476813453
2018,26,1341,235,676.8,2.88,1.0577902941478545,5.459585514144159
2018,26,3476,234,673.92,2.88,1.0577902941478545,5.455321115357702
2018,26,3680,68,195.84,2.88,1.0577902941478545,4.219507705176107
2018,26,3145,234,673.92,2.88,1.0577902941478545,5.455321115357702
2018,26,3919,44,126.72,2.88,1.0577902941478545,3.784189633918261
2018,26,3663,224,645.12,2.88,1.0577902941478545,5.4116460518550396
2018,26,1386,87,250.56,2.88,1.0577902941478545,4.465908118654584
2018,26,3493,142,408.96,2.88,1.0577902941478545,4.955827057601261
2018,26,3022,223,642.24,2.88,1.0577902941478545,5.407171771460119
2018,26,1356,55,158.4,2.88,1.0577902941478545,4.007333185232471
2018,26,3138,259,745.12,2.876911196911197,1.0567172175345294,5.556828061699537
2018,26,740,32,92.16,2.88,1.0577902941478545,3.4657359027997265
2018,26,3679,145,417.6,2.8800000000000003,1.0577902941478547,4.976733742420574
2018,26,3146,121,348.48,2.8800000000000003,1.0577902941478547,4.795790545596741
2018,26,3636,235,676.8,2.88,1.0577902941478545,5.459585514144159
2018,26,3473,59,169.92,2.88,1.0577902941478545,4.07753744390572
2018,26,268,112,322.56,2.88,1.0577902941478545,4.718498871295094
2018,26,3467,199,573.12,2.88,1.0577902941478545,5.293304824724492
2018,26,3675,123,353.84,2.8767479674796745,1.0566604781876536,4.812184355372417
2018,26,3136,100,288.0,2.88,1.0577902941478545,4.605170185988092
2018,26,1335,249,717.12,2.88,1.0577902941478545,5.517452896464707
2018,26,710,47,135.36,2.8800000000000003,1.0577902941478547,3.8501476017100584
2018,26,1384,113,325.44,2.88,1.0577902941478545,4.727387818712341
2018,26,3461,96,276.48,2.8800000000000003,1.0577902941478547,4.564348191467836
2018,26,3923,292,840.96,2.8800000000000003,1.0577902941478547,5.676753802268282
2018,26,3676,43,123.84,2.88,1.0577902941478545,3.7612001156935624
2018,26,730,96,276.48,2.8800000000000003,1.0577902941478547,4.564348191467836
2018,26,1306,111,319.68,2.88,1.0577902941478545,4.709530201312334
2018,26,3665,98,282.24,2.88,1.0577902941478545,4.584967478670572
2018,26,3616,27,80.43,2.978888888888889,1.0915503749116486,3.295836866004329
2018,26,3925,264,759.92,2.8784848484848484,1.0572640614356108,5.575949103146316
2018,26,775,59,169.92,2.88,1.0577902941478545,4.07753744390572
2018,26,3664,420,1209.6,2.88,1.0577902941478545,6.040254711277414
2018,26,3615,34,97.92,2.88,1.0577902941478545,3.5263605246161616
2018,26,1320,123,352.68,2.8673170731707316,1.0533767748464087,4.812184355372417
2018,26,796,31,89.28,2.88,1.0577902941478545,3.4339872044851463
2018,26,1371,69,198.72,2.88,1.0577902941478545,4.23410650459726
2018,26,3472,69,198.72,2.88,1.0577902941478545,4.23410650459726
2018,26,273,33,95.04,2.8800000000000003,1.0577902941478547,3.4965075614664802
2018,26,3924,286,823.68,2.88,1.0577902941478545,5.655991810819852
2018,26,3617,54,155.52,2.8800000000000003,1.0577902941478547,3.9889840465642745
2018,26,1375,297,854.56,2.877306397306397,1.0568545777887606,5.6937321388027
2018,26,3677,207,596.16,2.88,1.0577902941478545,5.332718793265369
