year,week,country,brand,channel,quantity,ppu,ppu_l,quantity_l
2019,31,Panama,1,wholesale,287,13.02,2.5664866367804233,5.659482215759621
2019,49,Panama,2,retail,260,14.93,2.703372611551099,5.560681631015528
2019,36,Panama,3,retail,260,15.15,2.7180005319553784,5.560681631015528
2019,34,Papua New Guinea,1,wholesale,880,12.5,2.5257286443082556,6.779921907472252
2019,6,Ethiopia,2,shop,685,12.5,2.5257286443082556,6.529418838262226
2019,1,Papua New Guinea,1,retail,880,12.48,2.5241273629412815,6.779921907472252
2019,21,Ethiopia,3,wholesale,640,14.2,2.653241964607215,6.461468176353717
2019,2,Papua New Guinea,1,retail,840,13.02,2.5664866367804233,6.733401891837359
2019,27,Kenya,1,wholesale,550,15.15,2.7180005319553784,6.309918278226516
2019,1,Ethiopia,5,wholesale,655,13.02,2.5664866367804233,6.484635235635252
2019,25,Kenya,2,wholesale,590,12.5,2.5257286443082556,6.380122536899765
2019,18,Papua New Guinea,1,wholesale,820,14.17,2.6511270537025893,6.709304340258298
2019,49,Papua New Guinea,1,shop,833,15.15,2.7180005319553784,6.725033642166843
2019,9,Ethiopia,3,retail,670,12.75,2.545531271604435,6.507277712385012
2019,41,Panama,3,wholesale,288,12.75,2.545531271604435,5.662960480135946
2019,8,Guatamala,1,retail,494,12.5,2.5257286443082556,6.202535517187923
2019,9,Guatamala,3,shop,488,12.75,2.545531271604435,6.1903154058531475
2019,17,Kenya,3,wholesale,550,15.21,2.7219531062712017,6.309918278226516
2019,14,Panama,1,shop,284,12.75,2.545531271604435,5.648974238161206
2019,5,Panama,1,wholesale,276,13.02,2.5664866367804233,5.62040086571715
2019,3,Panama,1,wholesale,276,13.02,2.5664866367804233,5.62040086571715
2019,42,Kenya,2,shop,580,12.75,2.545531271604435,6.363028103540465
2019,2,Ethiopia,3,shop,638,12.5,2.5257286443082556,6.45833828334479
2019,23,Papua New Guinea,1,shop,840,13.02,2.5664866367804233,6.733401891837359
2019,52,Papua New Guinea,1,wholesale,860,12.75,2.545531271604435,6.756932389247553
2019,23,Kenya,4,shop,580,12.75,2.545531271604435,6.363028103540465
2019,46,Ethiopia,4,retail,640,14.2,2.653241964607215,6.461468176353717
2019,25,Panama,2,retail,366,13.02,2.5664866367804233,5.902633333401366
2019,14,Kenya,2,retail,550,15.15,2.7180005319553784,6.309918278226516
2019,23,Panama,1,shop,276,12.93,2.559550192783766,5.62040086571715
2019,12,Kenya,3,shop,590,12.5,2.5257286443082556,6.380122536899765
2019,26,Guatamala,3,retail,494,12.43,2.5201129055226197,6.202535517187923
2019,6,Papua New Guinea,1,wholesale,800,15.15,2.7180005319553784,6.684611727667927
2019,43,Kenya,4,wholesale,522,14.12,2.647592232065096,6.257667587882639
2019,15,Papua New Guinea,1,retail,820,14.2,2.653241964607215,6.709304340258298
2019,8,Ethiopia,2,shop,670,12.75,2.545531271604435,6.507277712385012
2019,16,Panama,3,shop,260,15.15,2.7180005319553784,5.560681631015528
2019,18,Guatamala,4,wholesale,423,12.75,2.545531271604435,6.0473721790462776
2019,1,Guatamala,1,wholesale,450,15.15,2.7180005319553784,6.1092475827643655
2019,27,Ethiopia,3,wholesale,670,12.75,2.545531271604435,6.507277712385012
2019,10,Panama,3,wholesale,268,14.2,2.653241964607215,5.5909869805108565
2019,34,Guatamala,1,wholesale,470,15.09,2.7140322727797574,6.152732694704104
2019,40,Papua New Guinea,1,wholesale,840,13.02,2.5664866367804233,6.733401891837359
2019,5,Ethiopia,5,wholesale,625,15.15,2.7180005319553784,6.437751649736401
2019,21,Ethiopia,3,shop,655,13.02,2.5664866367804233,6.484635235635252
2019,6,Ethiopia,4,wholesale,652,15.15,2.7180005319553784,6.480044561926653
2019,22,Ethiopia,3,shop,640,14.2,2.653241964607215,6.461468176353717
2019,29,Papua New Guinea,1,shop,850,13.02,2.5664866367804233,6.745236349484363
2019,14,Guatamala,1,shop,482,13.02,2.5664866367804233,6.1779441140506
2019,37,Panama,2,wholesale,284,12.75,2.545531271604435,5.648974238161206
2019,29,Panama,1,wholesale,276,13.02,2.5664866367804233,5.62040086571715
2019,46,Panama,1,retail,260,15.14,2.717340248009303,5.560681631015528
2019,35,Panama,2,shop,284,12.73,2.543961412569315,5.648974238161206
2019,5,Kenya,4,shop,560,14.2,2.653241964607215,6.327936783729195
2019,14,Kenya,1,retail,554,12.5,2.5257286443082556,6.317164686747284
2019,16,Panama,1,retail,260,15.15,2.7180005319553784,5.560681631015528
2019,27,Panama,1,wholesale,292,12.5,2.5257286443082556,5.676753802268282
2019,21,Guatamala,2,shop,488,12.68,2.5400259490090797,6.1903154058531475
2019,11,Guatamala,3,retail,494,12.5,2.5257286443082556,6.202535517187923
2019,33,Kenya,3,shop,580,12.75,2.545531271604435,6.363028103540465
2019,1,Kenya,3,shop,581,14.04,2.641910398597665,6.364750756851911
2019,36,Kenya,3,retail,550,15.15,2.7180005319553784,6.309918278226516
2019,42,Papua New Guinea,1,shop,820,14.2,2.653241964607215,6.709304340258298
2019,44,Ethiopia,5,wholesale,625,15.15,2.7180005319553784,6.437751649736401
2019,31,Guatamala,2,shop,478,12.76,2.546315277916644,6.169610732491456
2019,17,Ethiopia,4,retail,685,12.5,2.5257286443082556,6.529418838262226
2019,41,Papua New Guinea,1,retail,800,15.15,2.7180005319553784,6.684611727667927
2019,17,Papua New Guinea,1,shop,880,12.5,2.5257286443082556,6.779921907472252
2019,16,Guatamala,3,shop,476,14.2,2.653241964607215,6.16541785423142
2019,4,Papua New Guinea,1,retail,840,13.02,2.5664866367804233,6.733401891837359
2019,5,Papua New Guinea,1,shop,800,15.17,2.719319793360441,6.684611727667927
2019,22,Guatamala,2,wholesale,468,13.02,2.5664866367804233,6.148468295917647
2019,25,Panama,2,shop,284,12.75,2.545531271604435,5.648974238161206
2019,2,Papua New Guinea,1,shop,880,12.5,2.5257286443082556,6.779921907472252
2019,45,Guatamala,2,wholesale,476,14.2,2.653241964607215,6.16541785423142
2019,52,Panama,1,retail,260,15.15,2.7180005319553784,5.560681631015528
2019,44,Guatamala,2,shop,488,12.75,2.545531271604435,6.1903154058531475
2019,9,Papua New Guinea,1,retail,840,13.02,2.5664866367804233,6.733401891837359
2019,8,Ethiopia,5,wholesale,670,12.75,2.545531271604435,6.507277712385012
2019,13,Guatamala,2,wholesale,443,14.2,2.653241964607215,6.093569770045136
2019,29,Guatamala,2,shop,488,12.75,2.545531271604435,6.1903154058531475
2019,19,Guatamala,4,retail,470,15.17,2.719319793360441,6.152732694704104
2019,34,Kenya,2,wholesale,519,15.1,2.714694743820879,6.251903883165888
2019,33,Kenya,4,wholesale,553,13.02,2.5664866367804233,6.315358001522335
2019,48,Kenya,3,retail,550,15.15,2.7180005319553784,6.309918278226516
2019,30,Guatamala,2,shop,470,15.17,2.719319793360441,6.152732694704104
2019,17,Ethiopia,3,retail,655,13.02,2.5664866367804233,6.484635235635252
2019,37,Kenya,2,shop,572,12.69,2.540814281726296,6.349138991379798
2019,2,Papua New Guinea,1,shop,840,13.0,2.5649493574615367,6.733401891837359
2019,8,Panama,2,retail,268,14.2,2.653241964607215,5.5909869805108565
2019,45,Ethiopia,1,retail,640,14.2,2.653241964607215,6.461468176353717
2019,50,Guatamala,3,wholesale,488,12.82,2.551006451492524,6.1903154058531475
2019,8,Ethiopia,3,shop,670,12.86,2.554121718809473,6.507277712385012
2019,2,Kenya,3,wholesale,570,13.02,2.5664866367804233,6.345636360828596
2019,1,Guatamala,2,shop,476,14.2,2.653241964607215,6.16541785423142
2019,45,Papua New Guinea,1,wholesale,860,12.73,2.543961412569315,6.756932389247553
2019,35,Guatamala,4,retail,468,12.5,2.5257286443082556,6.148468295917647
2019,22,Papua New Guinea,1,retail,878,13.02,2.5664866367804233,6.777646593635117
2019,39,Ethiopia,4,wholesale,625,15.15,2.7180005319553784,6.437751649736401
2019,21,Papua New Guinea,1,shop,840,12.9,2.5572273113676265,6.733401891837359
2019,31,Kenya,3,shop,580,12.75,2.545531271604435,6.363028103540465
2019,1,Papua New Guinea,1,wholesale,800,15.15,2.7180005319553784,6.684611727667927
2019,41,Guatamala,1,wholesale,488,12.75,2.545531271604435,6.1903154058531475
2019,10,Papua New Guinea,1,wholesale,819,14.34,2.663052835171474,6.70808408385307
2019,46,Panama,2,shop,260,15.15,2.7180005319553784,5.560681631015528
2019,31,Panama,3,wholesale,292,12.45,2.5217206229107165,5.676753802268282
2019,42,Ethiopia,2,retail,625,15.23,2.7232671669070703,6.437751649736401
2019,11,Guatamala,1,retail,469,15.15,2.7180005319553784,6.150602768446279
2019,36,Ethiopia,2,retail,685,12.5,2.5257286443082556,6.529418838262226
2019,48,Ethiopia,5,wholesale,625,15.15,2.7180005319553784,6.437751649736401
2019,36,Guatamala,4,retail,460,15.15,2.7180005319553784,6.131226489483141
2019,44,Papua New Guinea,1,wholesale,848,12.5,2.5257286443082556,6.742880635791903
2019,43,Kenya,2,shop,570,13.02,2.5664866367804233,6.345636360828596
2019,37,Panama,1,shop,284,12.77,2.547098670044448,5.648974238161206
2019,11,Kenya,4,shop,550,15.15,2.7180005319553784,6.309918278226516
2019,20,Kenya,3,retail,580,12.75,2.545531271604435,6.363028103540465
2019,5,Guatamala,1,wholesale,488,12.81,2.550226115908643,6.1903154058531475
2019,23,Kenya,4,retail,550,15.15,2.7180005319553784,6.309918278226516
2019,18,Panama,1,wholesale,330,12.5,2.5257286443082556,5.799092654460526
2019,46,Papua New Guinea,1,retail,820,14.2,2.653241964607215,6.709304340258298
2019,30,Kenya,3,retail,570,13.02,2.5664866367804233,6.345636360828596
2019,37,Guatamala,3,shop,488,12.75,2.545531271604435,6.1903154058531475
2019,1,Kenya,3,shop,590,12.5,2.5257286443082556,6.380122536899765
2019,27,Kenya,2,shop,560,14.2,2.653241964607215,6.327936783729195
2019,33,Guatamala,2,shop,491,12.5,2.5257286443082556,6.19644412779452
2019,35,Ethiopia,2,retail,670,12.84,2.552565298261815,6.507277712385012
2019,24,Papua New Guinea,1,retail,790,15.15,2.7180005319553784,6.672032945461067
2019,35,Panama,3,shop,276,13.02,2.5664866367804233,5.62040086571715
2019,25,Papua New Guinea,1,wholesale,800,15.15,2.7180005319553784,6.684611727667927
2019,32,Papua New Guinea,1,shop,820,14.2,2.653241964607215,6.709304340258298
2019,9,Papua New Guinea,1,wholesale,800,15.15,2.7180005319553784,6.684611727667927
2019,23,Papua New Guinea,1,wholesale,860,12.75,2.545531271604435,6.756932389247553
2019,47,Papua New Guinea,1,shop,840,13.02,2.5664866367804233,6.733401891837359
2019,7,Ethiopia,3,wholesale,670,12.75,2.545531271604435,6.507277712385012
2019,5,Panama,2,shop,284,12.75,2.545531271604435,5.648974238161206
2019,46,Papua New Guinea,1,retail,800,15.15,2.7180005319553784,6.684611727667927
2019,52,Kenya,3,wholesale,591,12.5,2.5257286443082556,6.3818160174060985
2019,33,Ethiopia,5,wholesale,651,13.02,2.5664866367804233,6.478509642208569
2019,35,Ethiopia,2,wholesale,640,14.2,2.653241964607215,6.461468176353717
2019,10,Kenya,2,wholesale,618,14.2,2.653241964607215,6.42648845745769
2019,37,Ethiopia,4,wholesale,670,12.75,2.545531271604435,6.507277712385012
2019,1,Guatamala,3,retail,476,14.2,2.653241964607215,6.16541785423142
2019,10,Guatamala,2,retail,476,14.13,2.6483001966964363,6.16541785423142
2019,35,Ethiopia,1,shop,655,13.02,2.5664866367804233,6.484635235635252
2019,15,Papua New Guinea,1,shop,840,13.06,2.569554123848285,6.733401891837359
2019,3,Panama,2,shop,276,13.02,2.5664866367804233,5.62040086571715
2019,31,Ethiopia,1,wholesale,640,14.03,2.6411978941143697,6.461468176353717
2019,50,Guatamala,1,wholesale,494,12.5,2.5257286443082556,6.202535517187923
2019,38,Panama,3,retail,284,12.75,2.545531271604435,5.648974238161206
2019,26,Kenya,3,retail,560,14.2,2.653241964607215,6.327936783729195
2019,34,Papua New Guinea,1,shop,860,12.75,2.545531271604435,6.756932389247553
2019,48,Guatamala,3,shop,494,12.47,2.523325759691945,6.202535517187923
2019,7,Panama,1,shop,260,15.15,2.7180005319553784,5.560681631015528
2019,49,Panama,3,retail,276,13.02,2.5664866367804233,5.62040086571715
2019,39,Papua New Guinea,1,retail,831,12.75,2.545531271604435,6.7226297948554485
2019,41,Panama,3,retail,292,12.36,2.514465452029545,5.676753802268282
2019,25,Panama,1,wholesale,284,12.75,2.545531271604435,5.648974238161206
2019,17,Panama,1,shop,276,13.02,2.5664866367804233,5.62040086571715
2019,31,Panama,1,retail,284,12.75,2.545531271604435,5.648974238161206
2019,41,Panama,1,wholesale,299,13.02,2.5664866367804233,5.700443573390687
2019,47,Kenya,3,retail,580,12.71,2.542389085201363,6.363028103540465
2019,14,Guatamala,3,wholesale,506,12.5,2.5257286443082556,6.226536669287466
2019,7,Kenya,2,shop,590,12.5,2.5257286443082556,6.380122536899765
2019,20,Ethiopia,2,wholesale,625,15.15,2.7180005319553784,6.437751649736401
2019,24,Guatamala,4,shop,476,14.23,2.655352412101761,6.16541785423142
2019,19,Ethiopia,3,wholesale,685,12.5,2.5257286443082556,6.529418838262226
2019,42,Kenya,4,retail,554,14.29,2.659559991941776,6.317164686747284
2019,35,Papua New Guinea,1,wholesale,842,12.75,2.545531271604435,6.7357800142423265
2019,44,Ethiopia,2,wholesale,624,14.21,2.6539459421090092,6.436150368369428
2019,20,Guatamala,4,wholesale,470,15.15,2.7180005319553784,6.152732694704104
2019,33,Panama,1,retail,260,15.15,2.7180005319553784,5.560681631015528
2019,23,Ethiopia,4,retail,655,13.02,2.5664866367804233,6.484635235635252
2019,12,Kenya,3,wholesale,570,13.02,2.5664866367804233,6.345636360828596
2019,28,Ethiopia,3,wholesale,670,12.75,2.545531271604435,6.507277712385012
2019,25,Ethiopia,4,wholesale,625,15.15,2.7180005319553784,6.437751649736401
2019,49,Guatamala,2,wholesale,488,12.75,2.545531271604435,6.1903154058531475
2019,35,Panama,1,wholesale,292,12.46,2.522523513359307,5.676753802268282
2019,6,Panama,3,wholesale,292,12.5,2.5257286443082556,5.676753802268282
2019,38,Panama,2,wholesale,260,15.15,2.7180005319553784,5.560681631015528
2019,8,Panama,1,shop,286,13.02,2.5664866367804233,5.655991810819852
2019,41,Guatamala,2,shop,493,12.75,2.545531271604435,6.20050917404269
2019,34,Papua New Guinea,1,wholesale,860,12.75,2.545531271604435,6.756932389247553
2019,32,Panama,1,shop,249,13.02,2.5664866367804233,5.517452896464707
2019,37,Papua New Guinea,1,wholesale,820,14.2,2.653241964607215,6.709304340258298
2019,43,Kenya,2,wholesale,550,15.15,2.7180005319553784,6.309918278226516
2019,30,Ethiopia,1,shop,655,13.02,2.5664866367804233,6.484635235635252
2019,37,Papua New Guinea,1,wholesale,880,12.5,2.5257286443082556,6.779921907472252
2019,13,Guatamala,2,shop,494,12.5,2.5257286443082556,6.202535517187923
2019,19,Guatamala,2,retail,488,12.77,2.547098670044448,6.1903154058531475
2019,6,Guatamala,1,retail,470,15.15,2.7180005319553784,6.152732694704104
2019,14,Ethiopia,4,shop,637,14.2,2.653241964607215,6.456769655572163
2019,21,Papua New Guinea,1,shop,800,15.15,2.7180005319553784,6.684611727667927
2019,49,Panama,3,wholesale,296,12.73,2.543961412569315,5.69035945432406
2019,43,Guatamala,2,shop,488,12.75,2.545531271604435,6.1903154058531475
2019,37,Ethiopia,5,retail,655,13.02,2.5664866367804233,6.484635235635252
2019,14,Guatamala,4,wholesale,470,15.26,2.725235025856311,6.152732694704104
2019,35,Papua New Guinea,1,shop,820,14.2,2.653241964607215,6.709304340258298
2019,8,Kenya,1,shop,570,13.02,2.5664866367804233,6.345636360828596
2019,34,Papua New Guinea,1,wholesale,840,13.02,2.5664866367804233,6.733401891837359
2019,51,Panama,2,shop,292,12.6,2.533696813957432,5.676753802268282
2019,26,Papua New Guinea,1,retail,840,13.02,2.5664866367804233,6.733401891837359
2019,29,Papua New Guinea,1,retail,800,15.15,2.7180005319553784,6.684611727667927
2019,36,Papua New Guinea,1,retail,880,12.5,2.5257286443082556,6.779921907472252
2019,13,Papua New Guinea,1,wholesale,880,12.5,2.5257286443082556,6.779921907472252
2019,11,Guatamala,3,shop,494,12.5,2.5257286443082556,6.202535517187923
2019,26,Papua New Guinea,1,wholesale,840,13.03,2.567254391136754,6.733401891837359
2019,23,Kenya,1,retail,570,13.02,2.5664866367804233,6.345636360828596
2019,9,Guatamala,1,wholesale,482,13.02,2.5664866367804233,6.1779441140506
2019,8,Guatamala,1,wholesale,503,15.15,2.7180005319553784,6.220590170099739
2019,27,Guatamala,2,shop,470,15.15,2.7180005319553784,6.152732694704104
2019,1,Panama,3,wholesale,284,12.75,2.545531271604435,5.648974238161206
2019,15,Kenya,2,shop,570,13.02,2.5664866367804233,6.345636360828596
2019,39,Papua New Guinea,1,retail,860,12.73,2.543961412569315,6.756932389247553
2019,42,Guatamala,1,wholesale,479,12.5,2.5257286443082556,6.171700597410915
2019,21,Kenya,1,wholesale,580,12.73,2.543961412569315,6.363028103540465
2019,25,Kenya,3,retail,591,12.5,2.5257286443082556,6.3818160174060985
2019,10,Panama,3,shop,260,15.15,2.7180005319553784,5.560681631015528
2019,34,Guatamala,4,retail,488,12.75,2.545531271604435,6.1903154058531475
2019,50,Ethiopia,4,shop,631,15.15,2.7180005319553784,6.447305862541213
2019,38,Kenya,1,shop,580,12.75,2.545531271604435,6.363028103540465
2019,26,Panama,2,shop,268,14.2,2.653241964607215,5.5909869805108565
2019,47,Panama,2,retail,292,12.5,2.5257286443082556,5.676753802268282
2019,19,Papua New Guinea,1,shop,820,14.2,2.653241964607215,6.709304340258298
2019,37,Guatamala,4,shop,482,13.02,2.5664866367804233,6.1779441140506
2019,39,Ethiopia,1,shop,670,12.75,2.545531271604435,6.507277712385012
2019,29,Kenya,4,wholesale,560,14.2,2.653241964607215,6.327936783729195
2019,21,Kenya,4,wholesale,550,15.15,2.7180005319553784,6.309918278226516
2019,50,Ethiopia,1,retail,656,12.74,2.5447466501440172,6.486160788944089
2019,48,Ethiopia,5,retail,653,12.98,2.563409711275944,6.481577129276431
2019,42,Guatamala,3,wholesale,470,15.15,2.7180005319553784,6.152732694704104
2019,39,Guatamala,3,wholesale,476,14.2,2.653241964607215,6.16541785423142
2019,21,Ethiopia,5,wholesale,655,13.02,2.5664866367804233,6.484635235635252
2019,26,Papua New Guinea,1,wholesale,880,12.5,2.5257286443082556,6.779921907472252
2019,39,Kenya,3,shop,560,14.2,2.653241964607215,6.327936783729195
2019,32,Papua New Guinea,1,wholesale,820,14.2,2.653241964607215,6.709304340258298
2019,39,Papua New Guinea,1,shop,880,12.5,2.5257286443082556,6.779921907472252
2019,45,Papua New Guinea,1,shop,959,12.5,2.5257286443082556,6.8658910748834385
2019,40,Papua New Guinea,1,wholesale,840,13.02,2.5664866367804233,6.733401891837359
2019,49,Guatamala,4,shop,482,13.01,2.565718292524414,6.1779441140506
2019,19,Kenya,4,retail,570,13.02,2.5664866367804233,6.345636360828596
2019,9,Ethiopia,1,retail,625,15.15,2.7180005319553784,6.437751649736401
2019,28,Panama,2,shop,260,15.15,2.7180005319553784,5.560681631015528
2019,15,Kenya,3,shop,590,12.5,2.5257286443082556,6.380122536899765
2019,21,Guatamala,4,shop,488,12.75,2.545531271604435,6.1903154058531475
2019,17,Ethiopia,4,shop,670,12.75,2.545531271604435,6.507277712385012
2019,31,Papua New Guinea,1,shop,820,14.32,2.6616571615324998,6.709304340258298
2019,43,Panama,2,shop,292,12.42,2.519308076505333,5.676753802268282
2019,39,Kenya,1,wholesale,560,14.2,2.653241964607215,6.327936783729195
2019,24,Kenya,1,retail,550,15.15,2.7180005319553784,6.309918278226516
2019,49,Kenya,1,shop,578,13.02,2.5664866367804233,6.359573868672378
2019,7,Guatamala,1,shop,411,15.15,2.7180005319553784,6.018593214496234
2019,43,Ethiopia,4,shop,655,13.02,2.5664866367804233,6.484635235635252
2019,31,Panama,1,shop,292,12.5,2.5257286443082556,5.676753802268282
2019,14,Ethiopia,4,retail,625,15.13,2.7166795278002644,6.437751649736401
2019,51,Kenya,3,shop,574,14.2,2.653241964607215,6.352629396319567
2019,32,Kenya,1,shop,580,12.69,2.540814281726296,6.363028103540465
2019,10,Panama,1,wholesale,304,12.75,2.545531271604435,5.717027701406222
2019,32,Guatamala,3,wholesale,432,15.15,2.7180005319553784,6.068425588244111
2019,22,Guatamala,4,retail,482,13.02,2.5664866367804233,6.1779441140506
2019,50,Panama,2,retail,247,12.75,2.545531271604435,5.5093883366279774
2019,44,Ethiopia,4,wholesale,640,14.23,2.655352412101761,6.461468176353717
2019,37,Guatamala,1,shop,482,13.02,2.5664866367804233,6.1779441140506
2019,24,Panama,1,shop,255,12.5,2.5257286443082556,5.541263545158426
2019,31,Guatamala,2,shop,494,12.5,2.5257286443082556,6.202535517187923
2019,25,Ethiopia,1,retail,685,12.5,2.5257286443082556,6.529418838262226
2019,9,Ethiopia,4,retail,685,12.5,2.5257286443082556,6.529418838262226
2019,9,Kenya,1,wholesale,570,13.02,2.5664866367804233,6.345636360828596
2019,3,Papua New Guinea,1,shop,860,12.7,2.5416019934645457,6.756932389247553
2019,28,Papua New Guinea,1,shop,800,15.15,2.7180005319553784,6.684611727667927
2019,46,Papua New Guinea,1,retail,840,13.02,2.5664866367804233,6.733401891837359
2019,21,Papua New Guinea,1,shop,800,15.15,2.7180005319553784,6.684611727667927
2019,11,Kenya,1,retail,590,12.5,2.5257286443082556,6.380122536899765
2019,23,Guatamala,3,wholesale,482,13.02,2.5664866367804233,6.1779441140506
2019,26,Papua New Guinea,1,shop,820,15.02,2.7093826463359885,6.709304340258298
2019,8,Guatamala,3,wholesale,488,12.85,2.553343811341229,6.1903154058531475
